web-scraper-order,web-scraper-start-url,Detail,Detail-href,Name,Image-src,Category,Ig_Follow,eng_rate,est_Reel_play,Avg_like,Avg_Comments,yt_subs,views(30 days),total_views,uplaods,yt_links,yt_links-href,insta_link,insta_link-href
"1708361858-2918","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/aafat_tech/IA_1714770?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Souvik Mandal","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/4847438611.jpg","Science & Technology","15,112","3.41%","6,303","510","5","","","","","","","","https://www.instagram.com/aafat_tech"
"1708361864-2919","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/rohan_ats/IA_1325790?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Rohan Thakur🇮🇳","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/6921337975.jpg","Science & Technology","15,115","0.04%","415","3","2","","","","","","","","https://www.instagram.com/rohan_ats"
"1708361870-2920","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/thetechhubb/IA_58329?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Tech Hub","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/35899165296.jpg","Science & Technology","15,115","0.05%","2,640","3","5","","","","","","","","https://www.instagram.com/thetechhubb"
"1708361876-2921","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/i4/IA_1721967?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","i4Market","","Science & Technology","15,155","19.81%","242,111","2,707","295","","","","","","","","https://www.instagram.com/i4"
"1708361882-2922","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/virtualxploreronline/IA_62924?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Virtual Xplorer","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/34901577082.jpg","Science & Technology","15,185","0.23%","1,664","34","0","","","","","","","","https://www.instagram.com/virtualxploreronline"
"1708361887-2923","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/modxtech/IA_56212?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Sarthak Sharma","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/8988829792.jpg","Science & Technology","15,466","3.62%","9,383","550","10","293,000","194,492","41,937,460","505","","https://www.youtube.com/channel/UCmfxCkGuDh1GCw0VH47laqw","","https://www.instagram.com/modxtech"
"1708361893-2924","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/boschhomein/IA_61621?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Bosch Home Appliances","https://scontent-bom1-2.xx.fbcdn.net/v/t51.2885-15/62142281_452335075327705_4485082726277316608_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=7d201b&_nc_ohc=W6ad6JqWkgYAX-5XVPS&_nc_ht=scontent-bom1-2.xx&edm=AL-3X8kEAAAA&oh=00_AfDNN--Xg_PzTI_b35Rli-3UVNfs1_lB5WHdbV3mr_ktpw&oe=65D79502","Science & Technology","15,469","0.50%","2,405","73","2","46,100","114,012","91,839,285","465","","https://www.youtube.com/channel/UCcnjyT9tdd7qJp47tLWHeAA","","https://www.instagram.com/boschhomein"
"1708361899-2925","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/sayyedsameer___786/IA_58311?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","ᴛᴇᴄʜ ʀᴇʟᴀᴛᴇᴅ ꜱᴀᴍᴇᴇʀ","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/6906696823.jpg","Science & Technology","15,787","3.03%","746","448","29","","","","","","","","https://www.instagram.com/sayyedsameer___786"
"1708361905-2926","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/desiconsumer/IA_55659?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","DESi CONSUMEr","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/6226963055.jpg","Science & Technology","15,826","0.91%","7,940","142","1","59,900","306,689","14,432,659","334","","https://www.youtube.com/channel/UCQqk_Qg0KZUT_shX5Bf-_Fg","","https://www.instagram.com/desiconsumer"
"1708361911-2927","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/bhatmuneeb_/IA_58458?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Muneeb Amin Bhat","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/4365710337.jpg","Science & Technology","15,901","0.19%","1,394","3","27","572","81","4,052","3","","https://www.youtube.com/channel/UC8HnO3eNDyPCrpPeOObwYNA","","https://www.instagram.com/bhatmuneeb_"
"1708361916-2928","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/techvlogmantra/IA_83891?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Rajesh Sharma","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/4988671624.jpg","Science & Technology","16,059","0.09%","347","14","0","","","","","","","","https://www.instagram.com/techvlogmantra"
"1708361922-2929","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/deepak_singh_yt/IA_1716646?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","<<< DEEPAK SINGH >>>","","Science & Technology","16,143","3.19%","626","509","5","","","","","","","","https://www.instagram.com/deepak_singh_yt"
"1708361928-2930","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/babarkhatrii/IA_57674?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Babar Khatri🔵","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1215476599.jpg","Science & Technology","16,232","0.12%","236","17","1","","","","","","","","https://www.instagram.com/babarkhatrii"
"1708361934-2931","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/vloggingadda/IA_53570?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Mohit","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/2293041129.jpg","Science & Technology","16,267","0.20%","628","31","0","61,300","12,055","2,000,783","193","","https://www.youtube.com/channel/UCswgYAnXK8wIgYgdb2qfRbg","","https://www.instagram.com/vloggingadda"
"1708361939-2932","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/livpurewater/IA_1602457?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Livpure","","Science & Technology","16,378","0.23%","956","28","8","4,700","352,726","26,236,870","184","","https://www.youtube.com/channel/UCrpbc3jgF7dnOrcz0Yj0zlA","","https://www.instagram.com/livpurewater"
"1708361945-2933","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/tec_tok_by_hareesh/IA_75635?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Hareesh Kumar - Tech Vlogger","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/7202000848.jpg","Science & Technology","16,379","2.18%","6,504","348","8","","","","","","","","https://www.instagram.com/tec_tok_by_hareesh"
"1708361951-2934","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/technicohimanshu/IA_204490?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Himanshu | Tech & Telecom","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/8071892361.jpg","Science & Technology","16,580","0.88%","1,613","117","28","137,000","1,251,299","24,513,247","523","","https://www.youtube.com/channel/UCFxVBPy_scEnpKPUCud3iog","","https://www.instagram.com/technicohimanshu"
"1708361957-2935","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/buzz2daytech/IA_74450?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Buzz2Day Tech","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/3011244851.jpg","Science & Technology","16,693","0.30%","2,556","48","1","","","","","","","","https://www.instagram.com/buzz2daytech"
"1708361962-2936","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/its_ranjan2.0/IA_1716642?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Ranjan Rajput","","Science & Technology","16,775","3.31%","2,052","523","31","","","","","","","","https://www.instagram.com/its_ranjan2.0"
"1708361968-2937","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/teachkarenoor/IA_1715615?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Teach Kare Noor","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/44117478635.jpg","Science & Technology","17,006","1.06%","207","179","1","","","","","","","","https://www.instagram.com/teachkarenoor"
"1708361974-2938","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/fariapple/IA_1716639?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Fari Apple","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/2132582915.jpg","Science & Technology","17,059","0.01%","102","2","NaN","","","","","","","","https://www.instagram.com/fariapple"
"1708361980-2939","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/bt_limitededition.store/IA_1716666?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","BT Limited Edition Store","","Science & Technology","17,061","0.68%","4,370","114","1","","","","","","","","https://www.instagram.com/bt_limitededition.store"
"1708361986-2940","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/deepanker70/IA_64223?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Deepanker Verma","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/353421395.jpg","Science & Technology","17,251","0.55%","10,082","91","3","","","","","","","","https://www.instagram.com/deepanker70"
"1708361991-2941","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/algrowww/IA_58239?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Algrow | YouTube Strategist","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/44900028247.jpg","Science & Technology","17,318","8.60%","14,181","1,381","107","513,000","424,440","46,216,651","173","","https://www.youtube.com/channel/UCS-_nVJBVHKLGqTTfY9D-aQ","","https://www.instagram.com/algrowww"
"1708361997-2942","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/realruban_art/IA_1633428?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","RealRuban","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1583140342.jpg","Science & Technology","17,517","5.29%","11,327","902","23","","","","","","","","https://www.instagram.com/realruban_art"
"1708362003-2943","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/_.pankaj._07/IA_57561?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Pankaj Kumar","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/8214425775.jpg","Science & Technology","17,660","1.24%","5,214","201","17","59,000","272,907","8,651,043","326","","https://www.youtube.com/channel/UCIXMU32RaWfvPI5PgzUH4DA","","https://www.instagram.com/_.pankaj._07"
"1708362008-2944","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/mg_prince_1921/IA_1716640?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","『MG』★ᴘʀɪɴᴄᴇ★","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/7209247172.jpg","Science & Technology","17,721","0.94%","213","167","0","","","","","","","","https://www.instagram.com/mg_prince_1921"
"1708362014-2945","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/insta.jayghunawat/IA_1716638?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Jay Ghunawat","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/28087020016.jpg","Science & Technology","17,767","0.85%","2,644","149","0","32,600","42,521","7,966,718","198","","https://www.youtube.com/channel/UCQ6C_jWMGFi80TNk5Bzhj5g","","https://www.instagram.com/insta.jayghunawat"
"1708362020-2946","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/technical_vaishnav/IA_53332?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","𝐯𝐈𝐬𝐇𝐞𝐒𝐡 𝐯𝐀𝐢𝐬𝐇𝐧𝐀𝐯","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/38484295792.jpg","Science & Technology","17,994","0.37%","1,127","65","1","","","","","","","","https://www.instagram.com/technical_vaishnav"
"1708362025-2947","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/papaocus/IA_59672?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Ocus","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1135496499.jpg","Science & Technology","18,015","13.40%","38,185","2,379","35","","","","","","","","https://www.instagram.com/papaocus"
"1708362031-2948","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/techiesms/IA_56452?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","techiesms","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/6060743878.jpg","Science & Technology","18,074","0.75%","5,221","131","4","117,000","284,847","11,659,772","472","","https://www.youtube.com/channel/UC7raRsx4ojx3cyXT3x9-PuQ","","https://www.instagram.com/techiesms"
"1708362037-2949","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/akkytricks/IA_1716645?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","༒࿚𝗖𝗬𝗕𝗘𝗥 卝 𝗧𝗥𝗜𝗖𝗞𝗘𝗥 • 𝗔𝗞𝗞𝗬࿙༒","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/27984410040.jpg","Science & Technology","18,076","3.47%","2,741","627","NaN","","","","","","","","https://www.instagram.com/akkytricks"
"1708362043-2950","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/samarexperiment/IA_55406?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Samar Experiment","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/21424596593.jpg","Science & Technology","18,086","4.70%","7,094","817","33","3,040,000","5,199,160","560,280,270","783","","https://www.youtube.com/channel/UCNfRxevMZrlAvGm2KeoFS6A","","https://www.instagram.com/samarexperiment"
"1708362049-2951","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/likely_aman/IA_51534?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Likely Aman","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/5380987163.jpg","Science & Technology","18,101","2.18%","2,634","389","5","102,000","131,485","6,552,682","425","","https://www.youtube.com/channel/UCS3OWlOADwyXY-oedJBn2Ow","","https://www.instagram.com/likely_aman"
"1708362054-2952","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/technicalbhupi/IA_1549745?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Bhupi Dhruv","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/13232872530.jpg","Science & Technology","18,279","0.08%","569","13","1","70,500","0","8,251,341","412","","https://www.youtube.com/channel/UCi07v062MJRKPUJyVFBnCpw","","https://www.instagram.com/technicalbhupi"
"1708362060-2953","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/pai.international/IA_1665941?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Pai International","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/13630122351.jpg","Science & Technology","18,313","0.27%","3,764","48","0","","","","","","","","https://www.instagram.com/pai.international"
"1708362066-2954","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/vijay4you9279/IA_1716990?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Vijay4you 🌀","","Science & Technology","18,400","0.35%","921","62","2","","","","","","","","https://www.instagram.com/vijay4you9279"
"1708362072-2955","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/lucrativephotography/IA_53373?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Ansuman Mobile Photographer","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1936678149.jpg","Science & Technology","18,461","0.23%","2,138","41","1","46,600","498,038","25,627,599","1,359","","https://www.youtube.com/channel/UCzEvVs8Tz0L3mZVzetydEWQ","","https://www.instagram.com/lucrativephotography"
"1708362078-2956","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/nik_malhotra/IA_84324?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Nikhil Malhotra","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/462069664.jpg","Science & Technology","18,639","0.07%","NaN","7","5","585,000","44,073","33,872,977","168","","https://www.youtube.com/channel/UCrBPaqNc8SP3K0Q_LFJlhIg","","https://www.instagram.com/nik_malhotra"
"1708362085-2957","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/itstechnical8/IA_1325803?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Nabeel - Tech","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/4146448888.jpg","Science & Technology","18,912","2.74%","19,291","514","3","658,000","376,501","6,944,096","292","","https://www.youtube.com/channel/UCoFi9z1vaeyA_v9vA6UPQaw","","https://www.instagram.com/itstechnical8"
"1708362090-2958","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/djdeepbhamra/IA_1716677?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","DJ Deep Bhamra","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/285960716.jpg","Science & Technology","19,284","2.31%","9,889","436","7","","","","","","","","https://www.instagram.com/djdeepbhamra"
"1708362097-2959","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/mrpcwale/IA_54094?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Shadab Khan","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/15665238786.jpg","Science & Technology","19,342","4.76%","11,329","908","13","261,000","926,985","45,136,559","735","","https://www.youtube.com/channel/UCHpy4Lr9kfI_IDtLgL4ju5Q","","https://www.instagram.com/mrpcwale"
"1708362103-2960","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/newphoneupdate/IA_52359?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","New Phone Update","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/9192248712.jpg","Science & Technology","19,496","0.45%","3,341","80","6","","","","","","","","https://www.instagram.com/newphoneupdate"
"1708362110-2961","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/technicalsunilg/IA_1716664?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Sunil Kashyap","","Science & Technology","19,551","0.75%","1,783","145","2","37,500","4,085","1,250,602","13","","https://www.youtube.com/channel/UC7Cs3Foqu9NKC7sOpgZwx9Q","","https://www.instagram.com/technicalsunilg"
"1708362116-2962","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/andygujjaryt/IA_1716657?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Andy Gujjar","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/2315447477.jpg","Science & Technology","19,615","23.28%","63,864","4,532","34","212,000","561","8,589,754","173","","https://www.youtube.com/channel/UCgnwAFdFHcC9tTD9texKP0w","","https://www.instagram.com/andygujjaryt"
"1708362121-2963","https://goodcreator.co/instagram-influencers/science-technology/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/satyamshakti_/IA_46783?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","𝗦𝗮𝘁𝘆𝗮𝗺 𝗧𝗲𝗰𝗵𝗻𝗶𝗰𝗮𝗹","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/7592043438.jpg","Science & Technology","19,712","0.52%","5,905","99","3","","","","","","","","https://www.instagram.com/satyamshakti_"
"1708362133-2964","https://goodcreator.co/instagram-influencers/fashion-style/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/_themomstyle/IA_52550?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Veena","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/3038116213.jpg","Fashion & Style","19,740","0.55%","653","94","14","","","","","","","","https://www.instagram.com/_themomstyle"
"1708362139-2965","https://goodcreator.co/instagram-influencers/fashion-style/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/naifu72/IA_52971?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","𝐍𝐀𝐈𝐅","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/3322068113.jpg","Fashion & Style","19,743","0.03%","256","3","2","","","","","","","","https://www.instagram.com/naifu72"
"1708362145-2966","https://goodcreator.co/instagram-influencers/fashion-style/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/unboxbeautywith_riyasachdeva/IA_50272?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Riya Sachdeva","","Fashion & Style","19,744","0.68%","5,599","123","11","","","","","","","","https://www.instagram.com/unboxbeautywith_riyasachdeva"
"1708362151-2967","https://goodcreator.co/instagram-influencers/fashion-style/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/gehnabysisters/IA_1423071?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Gehna By Sisters®🧿","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/5322366685.jpg","Fashion & Style","19,749","0.01%","1,819","1","0","","","","","","","","https://www.instagram.com/gehnabysisters"
"1708362157-2968","https://goodcreator.co/instagram-influencers/fashion-style/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/__sugar.plum.chumm__/IA_52599?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","SWF ✨","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/13871874630.jpg","Fashion & Style","19,762","0.03%","1,564","3","2","","","","","","","","https://www.instagram.com/__sugar.plum.chumm__"
"1708362163-2969","https://goodcreator.co/instagram-influencers/fashion-style/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/mayaa_makeovers/IA_51610?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Lavanya kanneganti | Bridal Makeup Artist","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/8567671317.jpg","Fashion & Style","19,770","0.10%","1,498","18","0","","","","","","","","https://www.instagram.com/mayaa_makeovers"
"1708362169-2970","https://goodcreator.co/instagram-influencers/fashion-style/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/vanshikaanigam/IA_59939?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Vanshika Nigam | Content Creator |","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/4010166066.jpg","Fashion & Style","19,771","1.30%","6,959","242","14","","","","","","","","https://www.instagram.com/vanshikaanigam"
"1708362174-2971","https://goodcreator.co/instagram-influencers/fashion-style/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/my_worldonline/IA_57658?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Megha Gupta 🧿","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/20814425363.jpg","Fashion & Style","19,793","0.06%","2,746","3","8","","","","","","","","https://www.instagram.com/my_worldonline"
"1708362180-2972","https://goodcreator.co/instagram-influencers/fashion-style/under-20k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/_shreya.borkar_/IA_56747?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","SHREYA🦋","https://scontent-bom2-1.xx.fbcdn.net/v/t51.2885-15/425755393_914149683419747_6785262544810253584_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=7d201b&_nc_ohc=idRb-ey1moAAX8RdvAL&_nc_ht=scontent-bom2-1.xx&edm=AL-3X8kEAAAA&oh=00_AfCKeggNNbiWRiM_nxPfCylhQ5Xc_ZVhL5ve7epqIRylqg&oe=65D7C24E","Fashion & Style","19,801","0.75%","6,056","140","7","","","","","","","","https://www.instagram.com/_shreya.borkar_"
